Process,Time,Vibration,Current,Date
1,오후 4:24:28.0,75.00784572726687,1.459,2021-09-17
1,오후 4:24:33.0,73.11937724252256,1.535,2021-09-17
1,오후 4:24:38.0,74.12181233844662,1.698,2021-09-17
1,오후 4:24:43.0,76.06197573575812,1.656,2021-09-17
1,오후 4:24:48.0,74.0864964282445,1.678,2021-09-17
1,오후 4:24:53.0,73.25677527359753,1.722,2021-09-17
1,오후 4:24:58.0,74.08489761472396,1.678,2021-09-17
1,오후 4:25:03.0,72.47081535284565,1.659,2021-09-17
1,오후 4:25:08.0,74.84317473479867,1.677,2021-09-17
1,오후 4:25:13.0,74.18546553761685,1.641,2021-09-17
1,오후 4:25:18.0,74.55671042933152,1.695,2021-09-17
1,오후 4:25:23.0,75.93957562396797,1.68,2021-09-17
1,오후 4:25:28.0,69.00784572726687,1.688,2021-09-17
1,오후 4:25:33.0,71.11937724252256,1.719,2021-09-17
1,오후 4:25:38.0,70.12181233844662,1.562,2021-09-17
1,오후 4:25:43.0,72.06197573575812,1.61,2021-09-17
1,오후 4:25:48.0,72.0864964282445,1.587,2021-09-17
1,오후 4:25:53.0,69.25677527359753,1.631,2021-09-17
1,오후 4:25:58.0,69.08489761472396,1.632,2021-09-17
1,오후 4:26:03.0,69.47081535284565,1.568,2021-09-17
1,오후 4:26:08.0,69.84317473479867,1.564,2021-09-17
1,오후 4:26:13.0,79.38475826313925,1.754181472367154,2021-09-17
1,오후 4:26:18.0,70.55671042933152,1.581,2021-09-17
1,오후 4:26:23.0,70.93957562396797,1.611,2021-09-17
1,오후 4:26:28.1,67.13914228339809,1.597,2021-09-17
1,오후 4:26:33.1,67.66042141558682,1.606,2021-09-17
1,오후 4:26:38.1,69.1776601448583,1.519,2021-09-17
1,오후 4:26:43.1,78.49161297804626,1.7521053618107092,2021-09-17
1,오후 4:26:48.1,70.87710395778115,1.566,2021-09-17
1,오후 4:26:53.1,69.01353466824737,1.553,2021-09-17
1,오후 4:26:58.1,65.01093857044455,1.604,2021-09-17
1,오후 4:27:03.1,67.19333628680197,1.562,2021-09-17
1,오후 4:27:08.1,66.28386418628695,1.471,2021-09-17
1,오후 4:27:13.1,64.3394548018018,1.52,2021-09-17
1,오후 4:27:18.1,67.49933688835523,1.5,2021-09-17
1,오후 4:27:23.1,64.81608582210924,1.456,2021-09-17
2,오후 4:27:48.3,73.20403500015834,1.527,2021-09-17
2,오후 4:27:53.3,75.87178422074807,1.466,2021-09-17
2,오후 4:27:58.3,77.49957940787253,1.658,2021-09-17
2,오후 4:28:03.3,74.86391347156295,1.718,2021-09-17
2,오후 4:28:08.3,76.9081485396546,1.755,2021-09-17
2,오후 4:28:13.3,74.66209655792429,1.695,2021-09-17
2,오후 4:28:18.3,71.08489761472396,1.742,2021-09-17
2,오후 4:28:23.3,73.47081535284565,1.691,2021-09-17
2,오후 4:28:28.3,71.84317473479867,1.609,2021-09-17
2,오후 4:28:33.3,72.18546553761685,1.663,2021-09-17
2,오후 4:28:38.3,74.55671042933152,1.627,2021-09-17
2,오후 4:28:43.3,73.93957562396797,1.634,2021-09-17
2,오후 4:28:48.3,71.08489761472396,1.688,2021-09-17
2,오후 4:28:53.3,70.47081535284565,1.674,2021-09-17
