Process,Time,Vibration,Current,Date
1,오후 4:29:42.0,73.20403500015834,1.505,2021-10-06
1,오후 4:29:47.0,76.87178422074807,1.512,2021-10-06
1,오후 4:29:52.0,75.49957940787253,1.658,2021-10-06
1,오후 4:29:57.0,75.86391347156295,1.741,2021-10-06
1,오후 4:30:02.0,75.9081485396546,1.709,2021-10-06
1,오후 4:30:07.0,76.66209655792429,1.718,2021-10-06
1,오후 4:30:12.0,74.01093857044455,1.719,2021-10-06
1,오후 4:30:17.0,71.19333628680197,1.736,2021-10-06
1,오후 4:30:22.0,72.28386418628695,1.676,2021-10-06
1,오후 4:30:27.0,74.3394548018018,1.612,2021-10-06
1,오후 4:30:32.0,73.49933688835523,1.637,2021-10-06
1,오후 4:30:37.0,72.81608582210924,1.683,2021-10-06
1,오후 4:30:42.0,69.08489761472396,1.664,2021-10-06
1,오후 4:30:47.0,72.47081535284565,1.648,2021-10-06
1,오후 4:30:52.0,71.84317473479867,1.564,2021-10-06
1,오후 4:30:57.0,71.18546553761685,1.64,2021-10-06
1,오후 4:31:02.0,72.55671042933152,1.627,2021-10-06
1,오후 4:31:07.0,72.93957562396797,1.612,2021-10-06
1,오후 4:31:12.0,70.13914228339809,1.643,2021-10-06
1,오후 4:31:17.0,68.66042141558682,1.651,2021-10-06
1,오후 4:31:22.0,70.1776601448583,1.588,2021-10-06
1,오후 4:31:27.0,69.58643440551927,1.554,2021-10-06
1,오후 4:31:32.1,71.87710395778115,1.589,2021-10-06
1,오후 4:31:37.1,73.01353466824737,1.575,2021-10-06
1,오후 4:31:42.1,66.08489761472396,1.628,2021-10-06
1,오후 4:31:47.1,66.47081535284565,1.653,2021-10-06
1,오후 4:31:52.1,69.84317473479867,1.496,2021-10-06
1,오후 4:31:57.1,68.18546553761685,1.504,2021-10-06
1,오후 4:32:02.1,67.55671042933152,1.581,2021-10-06
1,오후 4:32:07.1,69.93957562396797,1.544,2021-10-06
1,오후 4:32:12.1,66.04198315231801,1.529,2021-10-06
1,오후 4:32:17.1,66.31247367223635,1.583,2021-10-06
1,오후 4:32:22.1,65.53366359223965,1.494,2021-10-06
1,오후 4:32:27.1,67.74042366970423,1.501,2021-10-06
1,오후 4:32:32.1,68.04518510357609,1.483,2021-10-06
1,오후 4:32:37.1,65.47249049518311,1.533,2021-10-06
2,오후 4:33:03.7,84.76603950255037,1.7173804624573537,2021-10-06
2,오후 4:33:08.7,73.19333628680197,1.481,2021-10-06
2,오후 4:33:13.7,82.88102379624873,1.8698350362144505,2021-10-06
2,오후 4:33:18.8,73.3394548018018,1.657,2021-10-06
2,오후 4:33:23.8,75.49933688835523,1.728,2021-10-06
2,오후 4:33:28.8,75.81608582210924,1.661,2021-10-06
2,오후 4:33:33.8,72.00784572726687,1.71,2021-10-06
2,오후 4:33:38.8,73.11937724252256,1.717,2021-10-06
2,오후 4:33:43.8,73.12181233844662,1.631,2021-10-06
2,오후 4:33:48.8,71.06197573575812,1.656,2021-10-06
2,오후 4:33:53.8,72.0864964282445,1.656,2021-10-06
2,오후 4:33:58.8,74.25677527359753,1.609,2021-10-06
2,오후 4:34:03.8,70.20403500015834,1.632,2021-10-06
2,오후 4:34:08.8,72.87178422074807,1.681,2021-10-06
2,오후 4:34:13.8,70.49957940787253,1.589,2021-10-06
2,오후 4:34:18.8,71.86391347156295,1.65,2021-10-06
2,오후 4:34:23.8,72.9081485396546,1.596,2021-10-06
2,오후 4:34:28.8,73.66209655792429,1.627,2021-10-06
2,오후 4:34:33.8,69.00784572726687,1.65,2021-10-06
2,오후 4:34:38.9,69.11937724252256,1.668,2021-10-06
2,오후 4:34:43.9,70.12181233844662,1.562,2021-10-06
2,오후 4:34:48.9,68.06197573575812,1.565,2021-10-06
2,오후 4:34:53.9,70.0864964282445,1.587,2021-10-06
2,오후 4:34:58.9,69.25677527359753,1.54,2021-10-06
2,오후 4:35:03.9,66.04198315231801,1.587,2021-10-06
2,오후 4:35:08.9,68.31247367223635,1.567,2021-10-06
2,오후 4:35:13.9,66.53366359223965,1.495,2021-10-06
2,오후 4:35:18.9,67.74042366970423,1.546,2021-10-06
2,오후 4:35:23.9,68.04518510357609,1.506,2021-10-06
2,오후 4:35:28.9,67.47249049518311,1.533,2021-10-06
2,오후 4:35:33.9,64.20403500015834,1.54,2021-10-06
2,오후 4:35:38.9,65.87178422074807,1.527,2021-10-06
2,오후 4:35:43.9,66.49957940787253,1.453,2021-10-06
2,오후 4:35:48.9,67.86391347156295,1.49,2021-10-06
2,오후 4:35:53.9,66.9081485396546,1.505,2021-10-06
2,오후 4:35:58.9,68.66209655792429,1.536,2021-10-06
3,오후 4:36:26.0,73.08489761472396,1.514,2021-10-06
