Process,Time,Vibration,Current,Date
1,오후 4:25:28.0,73.01093857044455,1.491,2021-10-20
1,오후 4:25:33.0,76.19333628680197,1.494,2021-10-20
1,오후 4:25:38.0,75.28386418628695,1.653,2021-10-20
1,오후 4:25:43.0,76.3394548018018,1.726,2021-10-20
1,오후 4:25:48.0,74.49933688835523,1.704,2021-10-20
1,오후 4:25:53.0,73.81608582210924,1.729,2021-10-20
1,오후 4:25:58.0,73.00784572726687,1.687,2021-10-20
1,오후 4:26:03.0,74.11937724252256,1.671,2021-10-20
1,오후 4:26:08.0,72.12181233844662,1.653,2021-10-20
1,오후 4:26:13.0,73.06197573575812,1.678,2021-10-20
1,오후 4:26:18.0,71.0864964282445,1.633,2021-10-20
1,오후 4:26:23.0,74.25677527359753,1.654,2021-10-20
1,오후 4:26:28.0,69.00784572726687,1.61,2021-10-20
1,오후 4:26:33.0,71.11937724252256,1.681,2021-10-20
1,오후 4:26:38.0,70.12181233844662,1.562,2021-10-20
1,오후 4:26:43.0,71.06197573575812,1.61,2021-10-20
1,오후 4:26:48.0,72.0864964282445,1.587,2021-10-20
1,오후 4:26:53.0,72.25677527359753,1.609,2021-10-20
1,오후 4:26:58.1,68.04198315231801,1.632,2021-10-20
1,오후 4:27:03.1,69.31247367223635,1.635,2021-10-20
1,오후 4:27:08.1,70.53366359223965,1.54,2021-10-20
1,오후 4:27:13.1,68.74042366970423,1.568,2021-10-20
1,오후 4:27:18.1,69.04518510357609,1.597,2021-10-20
1,오후 4:27:23.1,71.47249049518311,1.556,2021-10-20
1,오후 4:27:28.1,66.04198315231801,1.563,2021-10-20
1,오후 4:27:33.1,69.31247367223635,1.618,2021-10-20
1,오후 4:27:38.1,68.53366359223965,1.495,2021-10-20
1,오후 4:27:43.1,69.74042366970423,1.569,2021-10-20
1,오후 4:27:48.1,68.04518510357609,1.551,2021-10-20
1,오후 4:27:53.1,69.47249049518311,1.579,2021-10-20
1,오후 4:27:58.1,66.20403500015834,1.54,2021-10-20
1,오후 4:28:03.1,66.87178422074807,1.573,2021-10-20
1,오후 4:28:08.1,67.49957940787253,1.498,2021-10-20
1,오후 4:28:13.1,67.86391347156295,1.513,2021-10-20
1,오후 4:28:18.1,68.9081485396546,1.528,2021-10-20
