Process,Time,Vibration,Current,Date
1,오후 4:22:01.0,74.01093857044455,1.496,2021-10-05
1,오후 4:22:06.0,74.19333628680197,1.499,2021-10-05
1,오후 4:22:11.0,75.28386418628695,1.676,2021-10-05
1,오후 4:22:16.0,74.3394548018018,1.68,2021-10-05
1,오후 4:22:21.0,76.49933688835523,1.705,2021-10-05
1,오후 4:22:26.0,73.81608582210924,1.683,2021-10-05
1,오후 4:22:31.0,73.00784572726687,1.733,2021-10-05
1,오후 4:22:36.0,73.11937724252256,1.671,2021-10-05
1,오후 4:22:41.0,74.12181233844662,1.653,2021-10-05
1,오후 4:22:46.0,71.06197573575812,1.656,2021-10-05
1,오후 4:22:51.0,72.0864964282445,1.678,2021-10-05
1,오후 4:22:56.0,73.25677527359753,1.609,2021-10-05
1,오후 4:23:01.0,70.13914228339809,1.632,2021-10-05
1,오후 4:23:06.0,69.66042141558682,1.658,2021-10-05
1,오후 4:23:11.0,71.1776601448583,1.587,2021-10-05
1,오후 4:23:16.0,71.58643440551927,1.577,2021-10-05
1,오후 4:23:21.0,73.87710395778115,1.611,2021-10-05
1,오후 4:23:26.1,72.01353466824737,1.621,2021-10-05
1,오후 4:23:31.1,71.13914228339809,1.673,2021-10-05
1,오후 4:23:36.1,71.66042141558682,1.631,2021-10-05
1,오후 4:23:41.1,71.1776601448583,1.611,2021-10-05
1,오후 4:23:46.1,69.58643440551927,1.622,2021-10-05
1,오후 4:23:51.1,71.87710395778115,1.611,2021-10-05
1,오후 4:23:56.1,73.01353466824737,1.575,2021-10-05
1,오후 4:24:01.1,69.13914228339809,1.627,2021-10-05
1,오후 4:24:06.1,67.66042141558682,1.653,2021-10-05
1,오후 4:24:11.1,68.1776601448583,1.565,2021-10-05
1,오후 4:24:16.1,70.58643440551927,1.531,2021-10-05
1,오후 4:24:21.1,68.87710395778115,1.543,2021-10-05
1,오후 4:24:26.1,69.01353466824737,1.598,2021-10-05
1,오후 4:24:31.1,65.08489761472396,1.559,2021-10-05
1,오후 4:24:36.1,65.47081535284565,1.562,2021-10-05
1,오후 4:24:41.1,66.84317473479867,1.473,2021-10-05
1,오후 4:24:46.1,68.18546553761685,1.482,2021-10-05
1,오후 4:24:51.1,68.55671042933152,1.512,2021-10-05
1,오후 4:24:56.1,65.93957562396797,1.543,2021-10-05
2,오후 4:25:23.9,73.13914228339809,1.551,2021-10-05
2,오후 4:25:28.9,74.66042141558682,1.492,2021-10-05
