Process,Time,Vibration,Current,Date
1,오후 4:29:06.0,74.00784572726687,1.459,2021-09-23
1,오후 4:29:11.0,76.11937724252256,1.512,2021-09-23
1,오후 4:29:16.0,73.12181233844662,1.676,2021-09-23
1,오후 4:29:21.0,73.06197573575812,1.723,2021-09-23
1,오후 4:29:26.0,75.0864964282445,1.656,2021-09-23
1,오후 4:29:31.0,81.72132116286659,1.7971642557476653,2021-09-23
1,오후 4:29:36.0,74.01093857044455,1.7,2021-09-23
1,오후 4:29:41.0,71.19333628680197,1.704,2021-09-23
1,오후 4:29:46.0,72.28386418628695,1.675,2021-09-23
1,오후 4:29:51.0,71.3394548018018,1.612,2021-09-23
1,오후 4:29:56.0,73.49933688835523,1.637,2021-09-23
1,오후 4:30:01.0,73.81608582210924,1.615,2021-09-23
1,오후 4:30:06.0,72.04198315231801,1.664,2021-09-23
1,오후 4:30:11.0,71.31247367223635,1.671,2021-09-23
1,오후 4:30:16.0,72.53366359223965,1.631,2021-09-23
1,오후 4:30:21.0,70.74042366970423,1.615,2021-09-23
1,오후 4:30:26.0,73.04518510357609,1.642,2021-09-23
1,오후 4:30:31.0,73.47249049518311,1.602,2021-09-23
1,오후 4:30:36.0,68.08489761472396,1.654,2021-09-23
1,오후 4:30:41.0,71.47081535284565,1.663,2021-09-23
1,오후 4:30:46.0,69.84317473479867,1.541,2021-09-23
1,오후 4:30:51.0,70.18546553761685,1.618,2021-09-23
1,오후 4:30:56.0,70.55671042933152,1.581,2021-09-23
1,오후 4:31:01.1,70.93957562396797,1.589,2021-09-23
1,오후 4:31:06.1,66.01093857044455,1.597,2021-09-23
1,오후 4:31:11.1,68.19333628680197,1.606,2021-09-23
1,오후 4:31:16.1,69.28386418628695,1.494,2021-09-23
1,오후 4:31:21.1,68.3394548018018,1.543,2021-09-23
1,오후 4:31:26.1,69.49933688835523,1.568,2021-09-23
1,오후 4:31:31.1,68.81608582210924,1.547,2021-09-23
1,오후 4:31:36.1,65.00784572726687,1.573,2021-09-23
1,오후 4:31:41.1,67.11937724252256,1.558,2021-09-23
1,오후 4:31:46.1,65.12181233844662,1.471,2021-09-23
1,오후 4:31:51.1,65.06197573575812,1.519,2021-09-23
1,오후 4:31:56.1,64.0864964282445,1.473,2021-09-23
1,오후 4:32:01.1,65.25677527359753,1.472,2021-09-23
2,오후 4:32:28.0,76.04198315231801,1.45,2021-09-23
2,오후 4:32:33.0,73.31247367223635,1.476,2021-09-23
2,오후 4:32:38.0,76.53366359223965,1.722,2021-09-23
2,오후 4:32:43.0,76.74042366970423,1.66,2021-09-23
2,오후 4:32:48.0,74.04518510357609,1.733,2021-09-23
2,오후 4:32:53.0,77.47249049518311,1.738,2021-09-23
2,오후 4:32:58.0,72.20403500015834,1.677,2021-09-23
2,오후 4:33:03.0,72.87178422074807,1.755,2021-09-23
2,오후 4:33:08.0,75.49957940787253,1.635,2021-09-23
2,오후 4:33:13.0,75.86391347156295,1.65,2021-09-23
2,오후 4:33:18.0,73.9081485396546,1.709,2021-09-23
