Process,Time,Vibration,Current,Date
1,오후 4:23:22.0,76.04198315231801,1.505,2021-09-14
1,오후 4:23:27.0,76.31247367223635,1.535,2021-09-14
1,오후 4:23:32.0,75.53366359223965,1.722,2021-09-14
1,오후 4:23:37.0,76.74042366970423,1.728,2021-09-14
1,오후 4:23:42.0,77.04518510357609,1.71,2021-09-14
1,오후 4:23:47.0,74.47249049518311,1.737,2021-09-14
1,오후 4:23:52.0,74.13914228339809,1.745,2021-09-14
1,오후 4:23:57.0,73.66042141558682,1.686,2021-09-14
1,오후 4:24:02.0,74.1776601448583,1.679,2021-09-14
1,오후 4:24:07.0,74.58643440551927,1.668,2021-09-14
1,오후 4:24:12.0,72.87710395778115,1.68,2021-09-14
1,오후 4:24:17.0,75.01353466824737,1.688,2021-09-14
1,오후 4:24:22.0,71.20403500015834,1.65,2021-09-14
1,오후 4:24:27.0,72.87178422074807,1.698,2021-09-14
1,오후 4:24:32.0,71.49957940787253,1.612,2021-09-14
1,오후 4:24:37.0,73.86391347156295,1.65,2021-09-14
1,오후 4:24:42.0,71.9081485396546,1.619,2021-09-14
1,오후 4:24:47.0,73.66209655792429,1.673,2021-09-14
1,오후 4:24:52.0,68.00784572726687,1.628,2021-09-14
1,오후 4:24:57.0,71.11937724252256,1.667,2021-09-14
1,오후 4:25:02.0,68.12181233844662,1.539,2021-09-14
1,오후 4:25:07.1,68.06197573575812,1.61,2021-09-14
1,오후 4:25:12.1,68.0864964282445,1.542,2021-09-14
1,오후 4:25:17.1,75.24622016374391,1.674268327022933,2021-09-14
1,오후 4:25:22.1,68.08489761472396,1.541,2021-09-14
1,오후 4:25:27.1,67.47081535284565,1.568,2021-09-14
1,오후 4:25:32.1,67.84317473479867,1.541,2021-09-14
1,오후 4:25:37.1,67.18546553761685,1.527,2021-09-14
1,오후 4:25:42.1,70.55671042933152,1.535,2021-09-14
1,오후 4:25:47.1,69.93957562396797,1.52,2021-09-14
1,오후 4:25:52.1,66.08489761472396,1.597,2021-09-14
