Process,Time,Vibration,Current,Date
1,오후 4:26:14.0,75.00784572726687,1.517,2021-10-13
1,오후 4:26:19.0,75.11937724252256,1.55,2021-10-13
1,오후 4:26:24.0,75.12181233844662,1.698,2021-10-13
1,오후 4:26:29.0,75.06197573575812,1.701,2021-10-13
1,오후 4:26:34.0,73.0864964282445,1.702,2021-10-13
1,오후 4:26:39.0,73.25677527359753,1.7,2021-10-13
1,오후 4:26:44.0,72.01093857044455,1.655,2021-10-13
1,오후 4:26:49.0,74.19333628680197,1.659,2021-10-13
1,오후 4:26:54.0,74.28386418628695,1.631,2021-10-13
1,오후 4:26:59.0,72.3394548018018,1.68,2021-10-13
1,오후 4:27:04.0,72.49933688835523,1.682,2021-10-13
1,오후 4:27:09.0,72.81608582210924,1.637,2021-10-13
1,오후 4:27:14.0,72.00784572726687,1.641,2021-10-13
1,오후 4:27:19.0,72.11937724252256,1.649,2021-10-13
1,오후 4:27:24.0,69.12181233844662,1.63,2021-10-13
1,오후 4:27:29.0,69.06197573575812,1.632,2021-10-13
1,오후 4:27:34.0,71.0864964282445,1.565,2021-10-13
1,오후 4:27:39.1,69.25677527359753,1.563,2021-10-13
1,오후 4:27:44.1,71.20403500015834,1.61,2021-10-13
1,오후 4:27:49.1,71.87178422074807,1.568,2021-10-13
1,오후 4:27:54.1,70.49957940787253,1.611,2021-10-13
1,오후 4:27:59.1,69.86391347156295,1.627,2021-10-13
1,오후 4:28:04.1,70.9081485396546,1.596,2021-10-13
1,오후 4:28:09.1,71.66209655792429,1.582,2021-10-13
1,오후 4:28:14.1,69.13914228339809,1.605,2021-10-13
1,오후 4:28:19.1,69.66042141558682,1.622,2021-10-13
1,오후 4:28:24.1,70.1776601448583,1.565,2021-10-13
1,오후 4:28:29.1,67.58643440551927,1.577,2021-10-13
1,오후 4:28:34.1,67.87710395778115,1.589,2021-10-13
1,오후 4:28:39.1,68.01353466824737,1.53,2021-10-13
1,오후 4:28:44.1,66.08489761472396,1.536,2021-10-13
1,오후 4:28:49.1,66.47081535284565,1.539,2021-10-13
1,오후 4:28:54.1,64.84317473479867,1.496,2021-10-13
1,오후 4:28:59.1,67.18546553761685,1.504,2021-10-13
1,오후 4:29:04.1,66.55671042933152,1.467,2021-10-13
1,오후 4:29:09.1,65.93957562396797,1.52,2021-10-13
2,오후 4:29:34.6,76.08489761472396,1.506,2021-10-13
2,오후 4:29:39.6,76.47081535284565,1.493,2021-10-13
2,오후 4:29:44.6,76.84317473479867,1.723,2021-10-13
2,오후 4:29:49.6,77.18546553761685,1.732,2021-10-13
2,오후 4:29:54.6,76.55671042933152,1.74,2021-10-13
2,오후 4:29:59.6,77.93957562396797,1.748,2021-10-13
2,오후 4:30:04.6,73.01093857044455,1.734,2021-10-13
2,오후 4:30:09.6,73.19333628680197,1.765,2021-10-13
2,오후 4:30:14.6,72.28386418628695,1.653,2021-10-13
2,오후 4:30:19.7,71.3394548018018,1.657,2021-10-13
2,오후 4:30:24.7,73.49933688835523,1.636,2021-10-13
2,오후 4:30:29.7,74.81608582210924,1.615,2021-10-13
2,오후 4:30:34.7,69.00784572726687,1.664,2021-10-13
2,오후 4:30:39.7,70.11937724252256,1.694,2021-10-13
2,오후 4:30:44.7,69.12181233844662,1.562,2021-10-13
2,오후 4:30:49.7,70.06197573575812,1.587,2021-10-13
2,오후 4:30:54.7,71.0864964282445,1.565,2021-10-13
2,오후 4:30:59.7,69.25677527359753,1.586,2021-10-13
2,오후 4:31:04.7,70.08489761472396,1.61,2021-10-13
2,오후 4:31:09.7,70.47081535284565,1.567,2021-10-13
2,오후 4:31:14.7,68.84317473479867,1.586,2021-10-13
2,오후 4:31:19.7,71.18546553761685,1.596,2021-10-13
2,오후 4:31:24.7,70.55671042933152,1.558,2021-10-13
2,오후 4:31:29.7,71.93957562396797,1.612,2021-10-13
2,오후 4:31:34.7,69.13914228339809,1.597,2021-10-13
2,오후 4:31:39.8,68.66042141558682,1.629,2021-10-13
2,오후 4:31:44.8,67.1776601448583,1.565,2021-10-13
2,오후 4:31:49.8,69.58643440551927,1.554,2021-10-13
2,오후 4:31:54.8,67.87710395778115,1.52,2021-10-13
2,오후 4:31:59.8,70.01353466824737,1.575,2021-10-13
2,오후 4:32:04.8,65.04198315231801,1.536,2021-10-13
2,오후 4:32:09.8,67.31247367223635,1.585,2021-10-13
2,오후 4:32:14.8,66.53366359223965,1.471,2021-10-13
2,오후 4:32:19.8,64.74042366970423,1.524,2021-10-13
2,오후 4:32:24.8,65.04518510357609,1.505,2021-10-13
2,오후 4:32:29.8,65.47249049518311,1.465,2021-10-13
3,오후 4:32:55.7,75.04198315231801,1.472,2021-10-13
3,오후 4:33:00.7,76.31247367223635,1.482,2021-10-13
3,오후 4:33:05.7,75.53366359223965,1.699,2021-10-13
3,오후 4:33:10.7,74.74042366970423,1.728,2021-10-13
3,오후 4:33:15.7,75.04518510357609,1.71,2021-10-13
3,오후 4:33:20.7,74.47249049518311,1.693,2021-10-13
3,오후 4:33:25.7,72.04198315231801,1.699,2021-10-13
3,오후 4:33:30.7,72.31247367223635,1.686,2021-10-13
3,오후 4:33:35.7,74.53366359223965,1.631,2021-10-13
3,오후 4:33:40.7,72.74042366970423,1.637,2021-10-13
3,오후 4:33:45.7,73.04518510357609,1.688,2021-10-13
3,오후 4:33:50.8,74.47249049518311,1.647,2021-10-13
3,오후 4:33:55.8,70.08489761472396,1.654,2021-10-13
3,오후 4:34:00.8,70.47081535284565,1.687,2021-10-13
3,오후 4:34:05.8,72.84317473479867,1.586,2021-10-13
3,오후 4:34:10.8,71.18546553761685,1.595,2021-10-13
3,오후 4:34:15.8,72.55671042933152,1.649,2021-10-13
3,오후 4:34:20.8,70.93957562396797,1.612,2021-10-13
3,오후 4:34:25.8,70.00784572726687,1.643,2021-10-13
3,오후 4:34:30.8,71.11937724252256,1.605,2021-10-13
3,오후 4:34:35.8,70.12181233844662,1.585,2021-10-13
3,오후 4:34:40.8,70.06197573575812,1.61,2021-10-13
3,오후 4:34:45.8,69.0864964282445,1.588,2021-10-13
3,오후 4:34:50.8,70.25677527359753,1.586,2021-10-13
3,오후 4:34:55.8,66.13914228339809,1.564,2021-10-13
3,오후 4:35:00.8,69.66042141558682,1.591,2021-10-13
3,오후 4:35:05.8,68.1776601448583,1.496,2021-10-13
3,오후 4:35:10.8,68.58643440551927,1.577,2021-10-13
3,오후 4:35:15.8,68.87710395778115,1.543,2021-10-13
3,오후 4:35:20.8,71.01353466824737,1.552,2021-10-13
3,오후 4:35:25.8,64.13914228339809,1.559,2021-10-13
3,오후 4:35:30.8,65.66042141558682,1.608,2021-10-13
3,오후 4:35:35.9,65.1776601448583,1.451,2021-10-13
3,오후 4:35:40.9,66.58643440551927,1.486,2021-10-13
3,오후 4:35:45.9,67.87710395778115,1.475,2021-10-13
3,오후 4:35:50.9,66.01353466824737,1.507,2021-10-13
4,오후 4:36:17.7,73.20403500015834,1.537,2021-10-13
4,오후 4:36:22.7,74.87178422074807,1.494,2021-10-13
4,오후 4:36:27.7,75.49957940787253,1.657,2021-10-13
4,오후 4:36:32.7,74.86391347156295,1.695,2021-10-13
4,오후 4:36:37.7,74.9081485396546,1.709,2021-10-13
4,오후 4:36:42.7,74.66209655792429,1.695,2021-10-13
4,오후 4:36:47.7,72.04198315231801,1.696,2021-10-13
4,오후 4:36:52.7,73.31247367223635,1.691,2021-10-13
4,오후 4:36:57.8,74.53366359223965,1.631,2021-10-13
4,오후 4:37:02.8,73.74042366970423,1.66,2021-10-13
4,오후 4:37:07.8,74.04518510357609,1.688,2021-10-13
4,오후 4:37:12.8,73.47249049518311,1.67,2021-10-13
4,오후 4:37:17.8,72.13914228339809,1.676,2021-10-13
4,오후 4:37:22.8,72.66042141558682,1.663,2021-10-13
4,오후 4:37:27.8,72.1776601448583,1.633,2021-10-13
4,오후 4:37:32.8,70.58643440551927,1.645,2021-10-13
4,오후 4:37:37.8,71.87710395778115,1.634,2021-10-13
4,오후 4:37:42.8,74.01353466824737,1.598,2021-10-13
4,오후 4:37:47.8,70.01093857044455,1.628,2021-10-13
4,오후 4:37:52.8,69.19333628680197,1.676,2021-10-13
4,오후 4:37:57.8,70.28386418628695,1.585,2021-10-13
4,오후 4:38:02.8,68.3394548018018,1.566,2021-10-13
4,오후 4:38:07.8,68.49933688835523,1.591,2021-10-13
4,오후 4:38:12.8,70.81608582210924,1.547,2021-10-13
4,오후 4:38:17.8,69.13914228339809,1.55,2021-10-13
4,오후 4:38:22.8,67.66042141558682,1.603,2021-10-13
4,오후 4:38:27.8,70.1776601448583,1.565,2021-10-13
4,오후 4:38:32.8,68.58643440551927,1.531,2021-10-13
4,오후 4:38:37.8,69.87710395778115,1.588,2021-10-13
4,오후 4:38:42.8,70.01353466824737,1.552,2021-10-13
4,오후 4:38:47.8,65.20403500015834,1.582,2021-10-13
4,오후 4:38:52.8,64.87178422074807,1.585,2021-10-13
4,오후 4:38:57.9,68.49957940787253,1.475,2021-10-13
4,오후 4:39:02.9,67.86391347156295,1.468,2021-10-13
4,오후 4:39:07.9,68.9081485396546,1.55,2021-10-13
4,오후 4:39:12.9,65.66209655792429,1.536,2021-10-13
5,오후 4:39:38.7,75.01093857044455,1.56,2021-10-13
5,오후 4:39:43.7,73.19333628680197,1.486,2021-10-13
5,오후 4:39:48.7,76.28386418628695,1.698,2021-10-13
5,오후 4:39:53.7,75.3394548018018,1.658,2021-10-13
5,오후 4:39:58.7,76.49933688835523,1.727,2021-10-13
5,오후 4:40:03.7,74.81608582210924,1.706,2021-10-13
5,오후 4:40:08.7,72.08489761472396,1.733,2021-10-13
5,오후 4:40:13.7,72.47081535284565,1.694,2021-10-13
5,오후 4:40:18.7,71.84317473479867,1.632,2021-10-13
5,오후 4:40:23.8,73.18546553761685,1.64,2021-10-13
5,오후 4:40:28.8,75.55671042933152,1.627,2021-10-13
5,오후 4:40:33.8,75.93957562396797,1.657,2021-10-13
5,오후 4:40:38.8,71.08489761472396,1.711,2021-10-13
5,오후 4:40:43.8,70.47081535284565,1.72,2021-10-13
5,오후 4:40:48.8,70.84317473479867,1.609,2021-10-13
5,오후 4:40:53.8,71.18546553761685,1.595,2021-10-13
5,오후 4:40:58.8,70.55671042933152,1.604,2021-10-13
5,오후 4:41:03.8,73.93957562396797,1.612,2021-10-13
5,오후 4:41:08.8,69.01093857044455,1.597,2021-10-13
5,오후 4:41:13.8,68.19333628680197,1.674,2021-10-13
5,오후 4:41:18.8,69.28386418628695,1.562,2021-10-13
5,오후 4:41:23.8,68.3394548018018,1.544,2021-10-13
5,오후 4:41:28.8,71.49933688835523,1.568,2021-10-13
5,오후 4:41:33.8,68.81608582210924,1.547,2021-10-13
5,오후 4:41:38.8,68.08489761472396,1.619,2021-10-13
5,오후 4:41:43.8,68.47081535284565,1.557,2021-10-13
5,오후 4:41:48.9,66.84317473479867,1.541,2021-10-13
5,오후 4:41:53.9,69.18546553761685,1.55,2021-10-13
5,오후 4:41:58.9,68.55671042933152,1.512,2021-10-13
5,오후 4:42:03.9,69.93957562396797,1.566,2021-10-13
5,오후 4:42:08.9,65.04198315231801,1.552,2021-10-13
5,오후 4:42:13.9,67.31247367223635,1.583,2021-10-13
5,오후 4:42:18.9,67.53366359223965,1.471,2021-10-13
5,오후 4:42:23.9,64.74042366970423,1.523,2021-10-13
5,오후 4:42:28.9,68.04518510357609,1.529,2021-10-13
5,오후 4:42:33.9,68.47249049518311,1.465,2021-10-13
6,오후 4:43:01.9,75.13914228339809,1.54,2021-10-13
6,오후 4:43:06.9,73.66042141558682,1.55,2021-10-13
6,오후 4:43:11.9,77.1776601448583,1.702,2021-10-13
6,오후 4:43:16.9,76.58643440551927,1.668,2021-10-13
6,오후 4:43:21.9,77.87710395778115,1.747,2021-10-13
6,오후 4:43:26.9,76.01353466824737,1.734,2021-10-13
6,오후 4:43:31.9,74.08489761472396,1.764,2021-10-13
6,오후 4:43:36.9,73.47081535284565,1.721,2021-10-13
6,오후 4:43:42.0,71.84317473479867,1.677,2021-10-13
6,오후 4:43:47.0,73.18546553761685,1.663,2021-10-13
6,오후 4:43:52.0,72.55671042933152,1.627,2021-10-13
6,오후 4:43:57.0,74.93957562396797,1.657,2021-10-13
6,오후 4:44:02.0,71.08489761472396,1.643,2021-10-13
6,오후 4:44:07.0,69.47081535284565,1.697,2021-10-13
6,오후 4:44:12.0,70.84317473479867,1.609,2021-10-13
6,오후 4:44:17.0,73.18546553761685,1.573,2021-10-13
6,오후 4:44:22.0,70.55671042933152,1.604,2021-10-13
6,오후 4:44:27.0,73.93957562396797,1.657,2021-10-13
6,오후 4:44:32.0,69.13914228339809,1.598,2021-10-13
6,오후 4:44:37.0,71.66042141558682,1.675,2021-10-13
6,오후 4:44:42.0,72.1776601448583,1.565,2021-10-13
6,오후 4:44:47.0,72.58643440551927,1.622,2021-10-13
6,오후 4:44:52.0,69.87710395778115,1.634,2021-10-13
6,오후 4:44:57.0,70.01353466824737,1.644,2021-10-13
6,오후 4:45:02.0,69.01093857044455,1.582,2021-10-13
6,오후 4:45:07.0,69.19333628680197,1.585,2021-10-13
6,오후 4:45:12.0,66.28386418628695,1.562,2021-10-13
6,오후 4:45:17.0,67.3394548018018,1.566,2021-10-13
6,오후 4:45:22.0,68.49933688835523,1.5,2021-10-13
6,오후 4:45:27.0,68.81608582210924,1.524,2021-10-13
6,오후 4:45:32.0,64.01093857044455,1.551,2021-10-13
6,오후 4:45:37.0,67.19333628680197,1.557,2021-10-13
6,오후 4:45:42.1,66.28386418628695,1.449,2021-10-13
6,오후 4:45:47.1,64.3394548018018,1.521,2021-10-13
6,오후 4:45:52.1,65.49933688835523,1.5,2021-10-13
6,오후 4:45:57.1,65.81608582210924,1.456,2021-10-13
7,오후 4:46:24.7,74.01093857044455,1.482,2021-10-13
7,오후 4:46:29.7,75.19333628680197,1.489,2021-10-13
7,오후 4:46:34.7,73.28386418628695,1.676,2021-10-13
7,오후 4:46:39.7,74.3394548018018,1.702,2021-10-13
7,오후 4:46:44.7,73.49933688835523,1.659,2021-10-13
7,오후 4:46:49.7,76.81608582210924,1.683,2021-10-13
7,오후 4:46:54.7,74.04198315231801,1.664,2021-10-13
7,오후 4:46:59.7,72.31247367223635,1.74,2021-10-13
7,오후 4:47:04.7,74.53366359223965,1.676,2021-10-13
7,오후 4:47:09.7,71.74042366970423,1.637,2021-10-13
7,오후 4:47:14.7,72.04518510357609,1.688,2021-10-13
7,오후 4:47:19.7,73.47249049518311,1.624,2021-10-13
7,오후 4:47:24.7,69.13914228339809,1.631,2021-10-13
7,오후 4:47:29.7,72.66042141558682,1.663,2021-10-13
7,오후 4:47:34.7,71.1776601448583,1.565,2021-10-13
7,오후 4:47:39.7,73.58643440551927,1.645,2021-10-13
7,오후 4:47:44.8,70.87710395778115,1.612,2021-10-13
7,오후 4:47:49.8,74.01353466824737,1.666,2021-10-13
7,오후 4:47:54.8,70.00784572726687,1.605,2021-10-13
7,오후 4:47:59.8,69.11937724252256,1.676,2021-10-13
7,오후 4:48:04.8,69.12181233844662,1.584,2021-10-13
7,오후 4:48:09.8,69.06197573575812,1.565,2021-10-13
7,오후 4:48:14.8,68.0864964282445,1.564,2021-10-13
7,오후 4:48:19.8,71.25677527359753,1.563,2021-10-13
7,오후 4:48:24.8,68.01093857044455,1.541,2021-10-13
7,오후 4:48:29.8,69.19333628680197,1.613,2021-10-13
7,오후 4:48:34.8,68.28386418628695,1.539,2021-10-13
7,오후 4:48:39.8,66.3394548018018,1.566,2021-10-13
7,오후 4:48:44.8,67.49933688835523,1.545,2021-10-13
7,오후 4:48:49.8,67.81608582210924,1.501,2021-10-13
7,오후 4:48:54.8,67.04198315231801,1.528,2021-10-13
7,오후 4:48:59.8,66.31247367223635,1.535,2021-10-13
7,오후 4:49:04.8,67.53366359223965,1.518,2021-10-13
7,오후 4:49:09.8,66.74042366970423,1.501,2021-10-13
7,오후 4:49:14.8,68.04518510357609,1.529,2021-10-13
7,오후 4:49:19.8,65.47249049518311,1.511,2021-10-13
8,오후 4:49:47.7,73.08489761472396,1.54,2021-10-13
8,오후 4:49:52.7,73.47081535284565,1.481,2021-10-13
8,오후 4:49:57.7,76.84317473479867,1.655,2021-10-13
8,오후 4:50:02.7,75.18546553761685,1.664,2021-10-13
8,오후 4:50:07.7,74.55671042933152,1.74,2021-10-13
8,오후 4:50:12.7,75.93957562396797,1.702,2021-10-13
8,오후 4:50:17.7,71.00784572726687,1.688,2021-10-13
8,오후 4:50:22.7,72.11937724252256,1.719,2021-10-13
8,오후 4:50:27.7,72.12181233844662,1.608,2021-10-13
8,오후 4:50:32.7,74.06197573575812,1.633,2021-10-13
8,오후 4:50:37.7,72.0864964282445,1.633,2021-10-13
8,오후 4:50:42.7,71.25677527359753,1.677,2021-10-13
8,오후 4:50:47.7,71.04198315231801,1.632,2021-10-13
8,오후 4:50:52.7,70.31247367223635,1.613,2021-10-13
8,오후 4:50:57.7,70.53366359223965,1.608,2021-10-13
8,오후 4:51:02.7,71.74042366970423,1.592,2021-10-13
8,오후 4:51:07.7,70.04518510357609,1.597,2021-10-13
8,오후 4:51:12.7,72.47249049518311,1.625,2021-10-13
8,오후 4:51:17.7,69.04198315231801,1.586,2021-10-13
8,오후 4:51:22.8,69.31247367223635,1.641,2021-10-13
8,오후 4:51:27.8,69.53366359223965,1.563,2021-10-13
8,오후 4:51:32.8,68.74042366970423,1.569,2021-10-13
8,오후 4:51:37.8,71.04518510357609,1.574,2021-10-13
8,오후 4:51:42.8,71.47249049518311,1.556,2021-10-13
8,오후 4:51:47.8,68.04198315231801,1.609,2021-10-13
8,오후 4:51:52.8,68.31247367223635,1.618,2021-10-13
8,오후 4:51:57.8,66.53366359223965,1.54,2021-10-13
8,오후 4:52:02.8,69.74042366970423,1.546,2021-10-13
8,오후 4:52:07.8,67.04518510357609,1.506,2021-10-13
8,오후 4:52:12.8,70.47249049518311,1.579,2021-10-13
8,오후 4:52:17.8,64.01093857044455,1.517,2021-10-13
8,오후 4:52:22.8,67.19333628680197,1.595,2021-10-13
8,오후 4:52:27.8,66.28386418628695,1.448,2021-10-13
8,오후 4:52:32.8,65.3394548018018,1.52,2021-10-13
8,오후 4:52:37.8,67.49933688835523,1.5,2021-10-13
8,오후 4:52:42.8,67.81608582210924,1.478,2021-10-13
9,오후 4:53:08.5,75.13914228339809,1.528,2021-10-13
9,오후 4:53:13.5,73.66042141558682,1.535,2021-10-13
9,오후 4:53:18.5,76.1776601448583,1.701,2021-10-13
9,오후 4:53:23.5,75.58643440551927,1.668,2021-10-13
9,오후 4:53:28.5,75.87710395778115,1.726,2021-10-13
9,오후 4:53:33.5,76.01353466824737,1.711,2021-10-13
9,오후 4:53:38.5,71.00784572726687,1.719,2021-10-13
9,오후 4:53:43.5,74.11937724252256,1.721,2021-10-13
9,오후 4:53:48.5,71.12181233844662,1.608,2021-10-13
9,오후 4:53:53.5,72.06197573575812,1.678,2021-10-13
9,오후 4:53:58.5,74.0864964282445,1.61,2021-10-13
9,오후 4:54:03.5,73.25677527359753,1.632,2021-10-13
9,오후 4:54:08.5,72.20403500015834,1.677,2021-10-13
9,오후 4:54:13.6,71.87178422074807,1.659,2021-10-13
9,오후 4:54:18.6,73.49957940787253,1.634,2021-10-13
9,오후 4:54:23.6,73.86391347156295,1.627,2021-10-13
9,오후 4:54:28.6,70.9081485396546,1.665,2021-10-13
9,오후 4:54:33.6,70.66209655792429,1.673,2021-10-13
9,오후 4:54:38.6,68.08489761472396,1.606,2021-10-13
9,오후 4:54:43.6,71.47081535284565,1.6,2021-10-13
9,오후 4:54:48.6,70.84317473479867,1.541,2021-10-13
9,오후 4:54:53.6,71.18546553761685,1.618,2021-10-13
9,오후 4:54:58.6,71.55671042933152,1.603,2021-10-13
9,오후 4:55:03.6,70.93957562396797,1.612,2021-10-13
9,오후 4:55:08.6,68.13914228339809,1.62,2021-10-13
9,오후 4:55:13.6,68.66042141558682,1.606,2021-10-13
9,오후 4:55:18.6,69.1776601448583,1.542,2021-10-13
9,오후 4:55:23.6,69.58643440551927,1.554,2021-10-13
9,오후 4:55:28.6,70.87710395778115,1.566,2021-10-13
9,오후 4:55:33.6,71.01353466824737,1.575,2021-10-13
9,오후 4:55:38.6,65.13914228339809,1.605,2021-10-13
9,오후 4:55:43.6,74.1468587722172,1.842765627540902,2021-10-13
9,오후 4:55:48.6,65.1776601448583,1.474,2021-10-13
