Process,Time,Vibration,Current,Date
1,오후 4:27:12.0,73.20403500015834,1.472,2021-10-01
1,오후 4:27:17.0,75.87178422074807,1.527,2021-10-01
1,오후 4:27:22.0,77.49957940787253,1.658,2021-10-01
1,오후 4:27:27.0,75.86391347156295,1.718,2021-10-01
1,오후 4:27:32.0,75.9081485396546,1.755,2021-10-01
1,오후 4:27:37.0,74.66209655792429,1.718,2021-10-01
1,오후 4:27:42.0,71.08489761472396,1.719,2021-10-01
1,오후 4:27:47.0,73.47081535284565,1.69,2021-10-01
1,오후 4:27:52.0,73.84317473479867,1.609,2021-10-01
1,오후 4:27:57.0,72.18546553761685,1.663,2021-10-01
1,오후 4:28:02.0,72.55671042933152,1.672,2021-10-01
1,오후 4:28:07.0,72.93957562396797,1.634,2021-10-01
1,오후 4:28:12.0,72.01093857044455,1.643,2021-10-01
1,오후 4:28:17.0,72.19333628680197,1.651,2021-10-01
1,오후 4:28:22.0,72.28386418628695,1.63,2021-10-01
1,오후 4:28:27.0,71.3394548018018,1.635,2021-10-01
1,오후 4:28:32.0,70.49933688835523,1.636,2021-10-01
1,오후 4:28:37.0,70.81608582210924,1.615,2021-10-01
1,오후 4:28:42.1,70.01093857044455,1.596,2021-10-01
1,오후 4:28:47.1,71.19333628680197,1.604,2021-10-01
1,오후 4:28:52.1,68.28386418628695,1.585,2021-10-01
1,오후 4:28:57.1,69.3394548018018,1.612,2021-10-01
1,오후 4:29:02.1,70.49933688835523,1.546,2021-10-01
1,오후 4:29:07.1,69.81608582210924,1.569,2021-10-01
1,오후 4:29:12.1,68.08489761472396,1.596,2021-10-01
1,오후 4:29:17.1,69.47081535284565,1.58,2021-10-01
1,오후 4:29:22.1,69.84317473479867,1.541,2021-10-01
1,오후 4:29:27.1,68.18546553761685,1.573,2021-10-01
1,오후 4:29:32.1,67.55671042933152,1.581,2021-10-01
1,오후 4:29:37.1,69.93957562396797,1.543,2021-10-01
1,오후 4:29:42.1,67.08489761472396,1.529,2021-10-01
1,오후 4:29:47.1,65.47081535284565,1.583,2021-10-01
