Process,Time,Vibration,Current,Date
1,오후 4:24:05.0,76.04198315231801,1.529,2021-10-15
1,오후 4:24:10.0,73.31247367223635,1.515,2021-10-15
1,오후 4:24:15.0,75.53366359223965,1.722,2021-10-15
1,오후 4:24:20.0,73.74042366970423,1.66,2021-10-15
1,오후 4:24:25.0,76.04518510357609,1.71,2021-10-15
1,오후 4:24:30.0,77.47249049518311,1.669,2021-10-15
1,오후 4:24:35.0,74.01093857044455,1.722,2021-10-15
1,오후 4:24:40.0,74.19333628680197,1.754,2021-10-15
1,오후 4:24:45.0,74.28386418628695,1.676,2021-10-15
1,오후 4:24:50.0,74.3394548018018,1.68,2021-10-15
1,오후 4:24:55.0,73.49933688835523,1.682,2021-10-15
1,오후 4:25:00.0,73.81608582210924,1.683,2021-10-15
1,오후 4:25:05.0,70.08489761472396,1.664,2021-10-15
1,오후 4:25:10.0,69.47081535284565,1.671,2021-10-15
1,오후 4:25:15.0,70.84317473479867,1.587,2021-10-15
1,오후 4:25:20.0,72.18546553761685,1.572,2021-10-15
1,오후 4:25:25.0,73.55671042933152,1.604,2021-10-15
1,오후 4:25:30.0,70.93957562396797,1.634,2021-10-15
1,오후 4:25:35.0,70.00784572726687,1.666,2021-10-15
1,오후 4:25:40.1,68.11937724252256,1.606,2021-10-15
1,오후 4:25:45.1,68.12181233844662,1.585,2021-10-15
1,오후 4:25:50.1,71.06197573575812,1.542,2021-10-15
1,오후 4:25:55.1,71.0864964282445,1.542,2021-10-15
1,오후 4:26:00.1,79.41755130585574,1.845059050848358,2021-10-15
1,오후 4:26:05.1,66.08489761472396,1.609,2021-10-15
1,오후 4:26:10.1,68.47081535284565,1.568,2021-10-15
1,오후 4:26:15.1,69.84317473479867,1.496,2021-10-15
1,오후 4:26:20.1,68.18546553761685,1.55,2021-10-15
1,오후 4:26:25.1,70.55671042933152,1.581,2021-10-15
1,오후 4:26:30.1,68.93957562396797,1.543,2021-10-15
1,오후 4:26:35.1,64.01093857044455,1.597,2021-10-15
1,오후 4:26:40.1,65.76907654980909,1.5993175371905357,2021-10-15
1,오후 4:26:45.1,64.28386418628695,1.449,2021-10-15
