Process,Time,Vibration,Current,Date
1,오후 4:22:09.0,75.00784572726687,1.506,2021-09-09
1,오후 4:22:14.0,73.11937724252256,1.56,2021-09-09
1,오후 4:22:19.0,75.12181233844662,1.699,2021-09-09
1,오후 4:22:24.0,73.06197573575812,1.655,2021-09-09
1,오후 4:22:29.0,76.0864964282445,1.701,2021-09-09
1,오후 4:22:34.0,74.25677527359753,1.654,2021-09-09
1,오후 4:22:39.0,73.00784572726687,1.723,2021-09-09
1,오후 4:22:44.0,71.11937724252256,1.682,2021-09-09
1,오후 4:22:49.0,72.12181233844662,1.653,2021-09-09
1,오후 4:22:54.0,74.06197573575812,1.61,2021-09-09
1,오후 4:22:59.0,74.0864964282445,1.633,2021-09-09
1,오후 4:23:04.0,79.46428160557834,1.8701604126889493,2021-09-09
1,오후 4:23:09.0,72.13914228339809,1.678,2021-09-09
1,오후 4:23:14.0,71.66042141558682,1.613,2021-09-09
1,오후 4:23:19.0,72.1776601448583,1.633,2021-09-09
1,오후 4:23:24.0,70.58643440551927,1.622,2021-09-09
1,오후 4:23:29.0,70.87710395778115,1.634,2021-09-09
1,오후 4:23:34.0,72.01353466824737,1.598,2021-09-09
1,오후 4:23:39.0,69.04198315231801,1.604,2021-09-09
1,오후 4:23:44.0,69.31247367223635,1.63,2021-09-09
1,오후 4:23:49.1,71.53366359223965,1.563,2021-09-09
1,오후 4:23:54.1,69.74042366970423,1.569,2021-09-09
1,오후 4:23:59.1,70.04518510357609,1.619,2021-09-09
1,오후 4:24:04.1,70.47249049518311,1.579,2021-09-09
1,오후 4:24:09.1,69.04198315231801,1.586,2021-09-09
1,오후 4:24:14.1,68.31247367223635,1.595,2021-09-09
1,오후 4:24:19.1,69.53366359223965,1.563,2021-09-09
1,오후 4:24:24.1,69.74042366970423,1.546,2021-09-09
1,오후 4:24:29.1,67.04518510357609,1.574,2021-09-09
1,오후 4:24:34.1,68.47249049518311,1.578,2021-09-09
1,오후 4:24:39.1,66.08489761472396,1.517,2021-09-09
